"tax_id","species_id","kingdom","phylum","class","order","family","genus","species","identification_reference"
"AHCYSI02214",18445,"Animalia","Nematoda","Adenophorea","Monhysterida","Monhysteridae","Monhystrella","Monhystrella microphthalma","De Man, 1880"
"EFCC5B14194",18446,"Animalia","Platyhelminthes","Cestoda","Cyclophyllidea","Anoplocephalidae","Moniezia","Moniezia benedeni","Moniez, 1879"
"3AB4F714618",18447,"Animalia","Platyhelminthes","Cestoda","Cyclophyllidea","Anoplocephalidae","Moniezia","Moniezia expansa","Rudolphi, 1805"
"E00ED074AEA",18448,"Animalia","Arthropoda","Entognatha","Collembola","Neanuridae","Monobella","Monobella grassei","Denis, 1923"
"AHCYFAVIETP",18449,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Monoblastus","Monoblastus brachyacanthus","Gmelin, 1790"
"AHCYFAVIGDF",18450,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Monoblastus","Monoblastus caudatus","Hartig, 1837"
"AHCYFAVIHIJ",18451,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Monoblastus","Monoblastus discedens","Schmiedeknecht, 1912"
"BF879A64291",18452,"Animalia","Platyhelminthes","Cestoda","Caryophyllidea","Caryophyllaeidae","Monobothrium","Monobothrium wageneri","Nybelin, 1922"
"AHCYFBDOVUW",18453,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Monobremia","Monobremia subterranea","Kieffer, 1913"
"AHCYSI07341",18454,"Animalia","Platyhelminthes","Turbellaria","Proseriata","Monocelididae","Monocelis","Monocelis lineata","Müller, 1774"
"AHCYFBHPWIA",18455,"Animalia","Arthropoda","Insecta","Diptera","Keroplatidae","Monocentrota","Monocentrota lundstroemi","Edwards, 1925"
"456C82C4C86",18456,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Monocephalus","Monocephalus castaneipes","Simon, 1884"
"AHCYFOOKLJQ",18457,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Monocephalus","Monocephalus fuscipes","Blackwall, 1836"
"397A75142DC",18458,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Monochamus","Monochamus alternatus","Hope, 1842"
"AHCYFBRRBIY",18459,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Monochamus","Monochamus galloprovincialis","Olivier, 1800"
"CAB31464F2D",18460,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Monochamus","Monochamus sartor","Fabricius, 1787"
"AHCYFBRRCJR",18461,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Monochamus","Monochamus sutor","Linnaeus, 1758"
"CBD14A54224",18462,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Monochamus","Monochamus urussovii","Fisher von Waldheim, 1806"
"AHCYFCIZMQJ",18463,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Monochroa","Monochroa arundinetella","Boyd, 1957"
"AHCYFCIZPFD",18464,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Monochroa","Monochroa conspersella","Herrich-Schäffer, 1854"
"AHCYFCIZQFW",18465,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Monochroa","Monochroa cytisella","Curtis, 1837"
"AHCYFCIZRPM",18466,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Monochroa","Monochroa divisella","Douglas, 1850"
"20514",18467,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Monochroa","Monochroa elongella","Heinemann, 1870"
"AHCYFCIZSQE",18468,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Monochroa","Monochroa hornigi","Staudinger, 1883"
"AHCYFCIZUAG",18469,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Monochroa","Monochroa lucidella","Stephens, 1834"
"AHCYFCIZWKO",18470,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Monochroa","Monochroa lutulentella","Zeller, 1839"
"AHCYFCIZXLG",18471,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Monochroa","Monochroa moyses","Uffen, 1991"
"AHCYFCIZYLZ",18472,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Monochroa","Monochroa palustrellus","Douglas, 1850"
"AHCYFCIZZMR",18473,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Monochroa","Monochroa suffusella","Douglas, 1850"
"AHCYFCJAANK",18474,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Monochroa","Monochroa tenebrella","Hübner, 1817"
"AHCYFCJABOC",18475,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Monochroa","Monochroa tetragonella","Stainton, 1885"
"AHCYFBJABLV",18476,"Animalia","Arthropoda","Insecta","Diptera","Mycetophilidae","Monoclona","Monoclona rufilatera","Walker, 1837"
"AHCYSI04383",18477,"Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Monocorophium","Monocorophium acherusicum","Costa, 1851"
"AHCYSI04156",18478,"Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Monocorophium","Monocorophium insidiosum","Crawford, 1937"
"AHCYSI11049",18479,"Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Monocorophium","Monocorophium sextonae","Crawford, 1937"
"293ED3A46CF",18480,"Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Monocorophium","Monocorophium uenoi","Stephensen, 1932"
"AHCYFATFJBJ",18481,"Animalia","Arthropoda","Insecta","Hymenoptera","Diprionidae","Monoctenus","Monoctenus juniperi","Linnaeus, 1758"
"AHCYFATFKCC",18482,"Animalia","Arthropoda","Insecta","Hymenoptera","Diprionidae","Monoctenus","Monoctenus obscuratus","Hartig, 1837"
"AHCYFASMOKE",18483,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Monoctonus","Monoctonus caricis","Haliday, 1833"
"AHCYFASMPPI",18484,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Monoctonus","Monoctonus cerasi","Marshall, 1896"
"AHCYFASMQUM",18485,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Monoctonus","Monoctonus crepidis","Haliday, 1834"
"AHCYFASMSAC",18486,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Monoctonus","Monoctonus ligustri","Van Achterberg, 1989"
"AHCYFASMTFG",18487,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Monoctonus","Monoctonus mali","Van Achterberg, 1989"
"BI57LIEDVU5",18488,"Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Monoculodes","Monoculodes carinatus","Bate, 1857"
"AHCYFBEQEIK",18489,"Animalia","Arthropoda","Insecta","Diptera","Chironomidae","Monodiamesa","Monodiamesa bathyphila","Kieffer, 1918"
"AHCXIYUHQ12",18490,"Animalia","Chordata","Mammalia","Cetacea","Monodontidae","Monodon","Monodon monoceros","Linaeus, 1758"
"AHCYSI00426",18491,"Animalia","Arthropoda","Insecta","Hymenoptera","Torymidae","Monodontomerus","Monodontomerus aeneus","Fonscolombe, 1932"
"AHCYFBBMBVE",18492,"Animalia","Arthropoda","Insecta","Hymenoptera","Torymidae","Monodontomerus","Monodontomerus aereus","Walker, 1834"
"AHCYFBBMCRL",18493,"Animalia","Arthropoda","Insecta","Hymenoptera","Torymidae","Monodontomerus","Monodontomerus dentipes","Dalman, 1820"
"AHCYFBBMDNS",18494,"Animalia","Arthropoda","Insecta","Hymenoptera","Torymidae","Monodontomerus","Monodontomerus minor","Ratzeburg, 1848"
"AHCYFBBMEJY",18495,"Animalia","Arthropoda","Insecta","Hymenoptera","Torymidae","Monodontomerus","Monodontomerus obscurus","Westwood, 1833"
"AHCYFBBMFKR",18496,"Animalia","Arthropoda","Insecta","Hymenoptera","Torymidae","Monodontomerus","Monodontomerus rugulosus","Thomson, 1876"
"AHCYFBBMGGX",18497,"Animalia","Arthropoda","Insecta","Hymenoptera","Torymidae","Monodontomerus","Monodontomerus vicicellae","Walker, 1847"
"5G6N2PM6T7Z",18498,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Proctophyllodidae","Monojoubertia","Monojoubertia hemiphylla","Megnin in Robin & Megnin, 1877"
"T96XWAUE1ZF",18499,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Proctophyllodidae","Monojoubertia","Monojoubertia microphylla","Mégnin in Robin & Mégnin, 1877"
"AHCYSI05103",18500,"Animalia","Rotifera","Eurotatoria","Ploima","Notommatidae","Monommata","Monommata aequalis","Ehrenberg, 1832"
"AHCYSI05080",18501,"Animalia","Rotifera","Eurotatoria","Ploima","Notommatidae","Monommata","Monommata dentata","Wulfert, 1940"
"AHCYSI05082",18502,"Animalia","Rotifera","Eurotatoria","Ploima","Notommatidae","Monommata","Monommata enedra","Myers, 1930"
"AHCYSI05083",18503,"Animalia","Rotifera","Eurotatoria","Ploima","Notommatidae","Monommata","Monommata grandis","Tessin, 1890"
"AHCYSI05084",18504,"Animalia","Rotifera","Eurotatoria","Ploima","Notommatidae","Monommata","Monommata longiseta","Müller, 1786"
"25081",18506,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Monomorium","Monomorium floricola","Jerdon, 1851"
"25095",18507,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Monomorium","Monomorium latinode","Mayr, 1872"
"4WR7P1B2N36",18508,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Monomorium","Monomorium minimum","Buckley, 1867"
"25082",18509,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Monomorium","Monomorium pharaonis","Linnaeus, 1758"
"25103",18510,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Monomorium","Monomorium salomonis","Linnaeus, 1758"
"AHCYSI02385",18511,"Animalia","Nematoda","Secernentea","Rhabditida","Neodiplogastridae","Mononchoides","Mononchoides colobocercus","Andrássy, 1964"
"AHCYSI02388",18512,"Animalia","Nematoda","Secernentea","Rhabditida","Neodiplogastridae","Mononchoides","Mononchoides elegans","Weingärtner, 1955"
"AHCYSI02386",18513,"Animalia","Nematoda","Secernentea","Rhabditida","Neodiplogastridae","Mononchoides","Mononchoides striatus","Bütschli, 1876"
"AHCYSI02230",18514,"Animalia","Nematoda","Adenophorea","Mononchida","Mononchidae","Mononchus","Mononchus aquaticus","Coetzee, 1968"
"AHCYSI02229",18515,"Animalia","Nematoda","Adenophorea","Mononchida","Mononchidae","Mononchus","Mononchus niddensis","Skwarra, 1921"
"AHCYSI02233",18516,"Animalia","Nematoda","Adenophorea","Mononchida","Mononchidae","Mononchus","Mononchus superbus","Mulvey, 1928"
"AHCYFBTLEFH",18517,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Mononychus","Mononychus punctumalbum","Herbst, 1784"
"AHCYFBEQHCC",18518,"Animalia","Arthropoda","Insecta","Diptera","Chironomidae","Monopelopia","Monopelopia tenuicalcar","Kieffer, 1918"
"AHCYFAXGMIF",18519,"Animalia","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Monophadnoides","Monophadnoides rubi","Harris, 1845"
"AHCYFAXGNIX",18520,"Animalia","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Monophadnoides","Monophadnoides ruficruris","Brullé, 1832"
"AHCYFAXGPBK",18521,"Animalia","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Monophadnus","Monophadnus pallescens","Gmelin, 1790"
"AHCYFAXGQCD",18522,"Animalia","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Monophadnus","Monophadnus spinolae","Klug, 1816"
"AHCYFCMWASL",18523,"Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Monopis","Monopis crocicapitella","Clemens, 1859"
"AHCYFCMWBPD",18524,"Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Monopis","Monopis fenestratella","von Heyden, 1863"
"AHCYFCMWCLK",18525,"Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Monopis","Monopis imella","Hübner, 1813"
"AHCYFCMWDMD",18526,"Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Monopis","Monopis laevigella","Denis & Schiffermüller, 1775"
"AHCYFCMWEMV",18527,"Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Monopis","Monopis monachella","Hübner, 1796"
"2IDPVHUDOGS",18528,"Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Monopis","Monopis neglecta","Šumpich & Liška, 2011"
"AHCYFCMWFJC",18529,"Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Monopis","Monopis obviella","Denis & Schiffermüller, 1775"
"AHCYFCMWGJU",18530,"Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Monopis","Monopis weaverella","Scott, 1858"
"VYVY6KR0HM",18531,"Animalia","Arthropoda","Malacostraca","Cumacea","Pseudocumatidae","Monopseudocuma","Monopseudocuma gilsoni","Gilson, 1906"
"AHCYFAQJTXO",18532,"Animalia","Arthropoda","Insecta","Siphonaptera","Ceratophyllidae","Monopsyllus","Monopsyllus sciurorum","Schrank, 1803"
"AHCYSI07191",18533,"Animalia","Annelida","Oligochaeta","Tubificida","Tubificidae","Monopylephorus","Monopylephorus irroratus","Verrill, 1873"
"NTR5HDLBMKN",18534,"Animalia","Annelida","Oligochaeta","Tubificida","Tubificidae","Monopylephorus","Monopylephorus limosus","Hatai, 1898"
"FGWLHYB457Z",18535,"Animalia","Annelida","Oligochaeta","Tubificida","Tubificidae","Monopylephorus","Monopylephorus parvus","Ditlevsen, 1904"
"2BJMMBRR203",18536,"Animalia","Annelida","Oligochaeta","Tubificida","Tubificidae","Monopylephorus","Monopylephorus rubroniveus","Levinsen, 1884"
"D7AF1F942B3",18537,"Animalia","Platyhelminthes","Cestoda","Cyclophyllidea","Dilepididae","Monopylidium","Monopylidium musculosum","Fuhrmann, 1896"
"38D05B64980",18538,"Animalia","Platyhelminthes","Cestoda","Cyclophyllidea","Dilepididae","Monopylidium","Monopylidium passerinum","Fuhrmann, 1907"
"C5D4E9D4F56",18539,"Animalia","Platyhelminthes","Cestoda","Cyclophyllidea","Hymenolepididae","Monorcholepis","Monorcholepis dujardini","Krabbe, 1869"
"C6BFD5F4B22",18540,"Animalia","Platyhelminthes","Cestoda","Tetraphyllidea","Phyllobothriidae","Monorygma","Monorygma grimaldii","Moniez, 1899"
"A8095D4461A",18541,"Animalia","Platyhelminthes","Cestoda","Cyclophyllidea","Dilepididae","Monosertum","Monosertum parinum","Dujardin, 1845"
"AHCYSI03796",18542,"Animalia","Arthropoda","Branchiopoda","Diplostraca","Eurycercidae","Monospilus","Monospilus dispar","Sars, 1862"
"AHCYFAXGRUQ",18543,"Animalia","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Monostegia","Monostegia abdominalis","Fabricius, 1798"
"JYM1Y1RBASG",18544,"Animalia","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Monostegia","Monostegia nigra","Konow, 1896"
"AHCYSICNWOR",18545,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Monosynamma","Monosynamma bohemanni","Fallén, 1829"
"AHCYSICNXPJ",18546,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Monosynamma","Monosynamma maritimum","Wagner, 1947"
"AHCYSICNYQC",18547,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Monosynamma","Monosynamma sabulicola","Wagner, 1947"
"AHCYFBVKOOQ",18548,"Animalia","Arthropoda","Insecta","Coleoptera","Monotomidae","Monotoma","Monotoma angusticollis","Gyllenhal, 1827"
"AHCYFBVKPPJ",18549,"Animalia","Arthropoda","Insecta","Coleoptera","Monotomidae","Monotoma","Monotoma bicolor","Villa & Villa, 1835"
"AHCYFBVKQQB",18550,"Animalia","Arthropoda","Insecta","Coleoptera","Monotomidae","Monotoma","Monotoma brevicollis","Aubé, 1837"
"AHCYFBVKRRF",18551,"Animalia","Arthropoda","Insecta","Coleoptera","Monotomidae","Monotoma","Monotoma conicicollis","Guérin-Méneville, 1837"
"AHCYFBVKSRY",18552,"Animalia","Arthropoda","Insecta","Coleoptera","Monotomidae","Monotoma","Monotoma longicollis","Gyllenhal, 1827"
"AHCYFBVKTSQ",18553,"Animalia","Arthropoda","Insecta","Coleoptera","Monotomidae","Monotoma","Monotoma picipes","Herbst, 1793"
"42AE5F8421D",18554,"Animalia","Arthropoda","Insecta","Coleoptera","Monotomidae","Monotoma","Monotoma punctaticollis","Aubé, 1843"
"AHCYFBVKUTJ",18555,"Animalia","Arthropoda","Insecta","Coleoptera","Monotomidae","Monotoma","Monotoma quadricollis","Aubé, 1837"
"AHCYFBVKVUB",18556,"Animalia","Arthropoda","Insecta","Coleoptera","Monotomidae","Monotoma","Monotoma quadrifoveolata","Aubé, 1837"
"AHCYFBVKWUT",18557,"Animalia","Arthropoda","Insecta","Coleoptera","Monotomidae","Monotoma","Monotoma spinicollis","Aubé, 1837"
"AHCYFBVKXVM",18558,"Animalia","Arthropoda","Insecta","Coleoptera","Monotomidae","Monotoma","Monotoma testacea","Motschulsky, 1845"
"AHCYFAXGTNE",18559,"Animalia","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Monsoma","Monsoma pulveratum","Retzius, 1783"
"9U6ZVUINYBO",18560,"Animalia","Mollusca","Bivalvia","Venerida","Montacutidae","Montacuta","Montacuta substriata","Montagu, 1808"
"AHCYSI10078",18561,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Proctophyllodidae","Montesauria","Montesauria cylindrica","Robin, 1877"
"IMZYF1BGL2G",18562,"Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Montescardia","Montescardia tessulatellus","Zeller, 1846"
"464943640",18563,"Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Monticola","Monticola saxatilis","Linnaeus, 1758"
"E3ABEF24D9A",18564,"Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Monticola","Monticola solitarius","Linnaeus, 1758"
"7YKG0RTU7OL",18565,"Animalia","Chordata","Aves","Passeriformes","Passeridae","Montifringilla","Montifringilla nivalis","Linnaeus, 1766"
"AHCYFBBAJDQ",18566,"Animalia","Arthropoda","Insecta","Hymenoptera","Pteromalidae","Moranila","Moranila californica","Howard, 1881"
"AHCYSI04260",18567,"Animalia","Arthropoda","Maxillopoda","Harpacticoida","Canthocamptidae","Moraria","Moraria brevipes","Sars, 1863"
"AHCYSI04259",18568,"Animalia","Arthropoda","Maxillopoda","Harpacticoida","Canthocamptidae","Moraria","Moraria mrazeki","Scott, 1903"
"AHCYSI04258",18569,"Animalia","Arthropoda","Maxillopoda","Harpacticoida","Canthocamptidae","Moraria","Moraria poppei","Mrazek, 1893"
"AHCYSI02108",18570,"Animalia","Nematoda","Adenophorea","Dorylaimida","Mydonomidae","Morasia","Morasia postmontana","Loof, 1970"
"AHCYFBVLRFK",18571,"Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae","Mordella","Mordella brachyura","Mulsant, 1856"
"AHCYFBVLSGC",18572,"Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae","Mordella","Mordella holomelaena","Apfelbeck, 1914"
"F968D6F4D52",18573,"Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae","Mordella","Mordella leucaspis","Küster, 1849"
"AHCYFBVLTUE",18574,"Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae","Mordellistena","Mordellistena acuticollis","Schilsky, 1895"
"AHCYFBVMFCK",18575,"Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae","Mordellistena","Mordellistena austriaca","Schilsky, 1899"
"AHCYFBVLUUW",18576,"Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae","Mordellistena","Mordellistena brevicauda","Boheman, 1849"
"AB861E74465",18577,"Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae","Mordellistena","Mordellistena cattleyana","Champion, 1913"
"AHCYFBVLVVP",18578,"Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae","Mordellistena","Mordellistena falsoparvula","Ermisch, 1956"
"AHCYFBVLWWH",18579,"Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae","Mordellistena","Mordellistena ferruginipes","Ermisch, 1966"
"AHCYFBVLXXA",18580,"Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae","Mordellistena","Mordellistena fuscogemellata","Ermisch, 1963"
"AHCYFBVLYXS",18581,"Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae","Mordellistena","Mordellistena hollandica","Ermisch, 1966"
"488A0F84776",18582,"Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae","Mordellistena","Mordellistena humeralis","Linnaeus, 1758"
"AHCYFBVMGDD",18583,"Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae","Mordellistena","Mordellistena nanuloides","Ermisch, 1967"
"AHCYFBVMHDV",18584,"Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae","Mordellistena","Mordellistena neuwaldeggiana","Panzer, 1796"
"AHCYFBVMIEO",18585,"Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae","Mordellistena","Mordellistena parvula","Gyllenhal, 1827"
"AHCYFBVMJFG",18586,"Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae","Mordellistena","Mordellistena pentas","Mulsant, 1856"
"AHCYFBVMKFZ",18587,"Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae","Mordellistena","Mordellistena pseudopumila","Ermisch, 1963"
"AHCYFBVMLGR",18588,"Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae","Mordellistena","Mordellistena pumila","Gyllenhal, 1810"
"AHCYFBVMMHJ",18589,"Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae","Mordellistena","Mordellistena purpureonigrans","Ermisch, 1963"
"AHCYFBVMNIN",18590,"Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae","Mordellistena","Mordellistena pygmaeola","Ermisch, 1956"
"AHCYFBVMOJG",18591,"Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae","Mordellistena","Mordellistena variegata","Fabricius, 1798"
"AHCYFBVMPJY",18592,"Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae","Mordellistena","Mordellistena weisei","Schilsky, 1895"
"AHCYFBVMRCM",18593,"Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae","Mordellistenula","Mordellistenula perrisi","Mulsant, 1857"
"AHCYFBVMSUZ",18594,"Animalia","Arthropoda","Insecta","Coleoptera","Mordellidae","Mordellochroa","Mordellochroa abdominalis","Fabricius, 1775"
"AHCYFBIOXNO",18595,"Animalia","Arthropoda","Insecta","Diptera","Muscidae","Morellia","Morellia aenescens","Robineau-Desvoidy, 1830"
